stroke_irregularity,letter_spacing_variance,baseline_drift,letter_reversal_count,word_alignment_error,pressure_variability,label,data_source
0.3072903857676509,0.136726692665682,0.1705493678373341,0,0.3100047209733407,0.4205486264530598,0,synthetic
0.4618690639774929,0.4055039018114672,0.15950437395696643,0,0.23843611041313695,0.3991061326012416,0,synthetic
0.54459912608043,0.020749916548717717,0.38768065027535314,1,0.19905823670157108,0.2911978247663018,0,synthetic
0.49119226504775326,0.2888048953939904,0.34229188875624705,1,0.555466808635078,0.2270555247976171,0,synthetic
0.5163739403320815,0.4793139477160069,0.3437417813783207,0,0.13378887540352968,0.4172419576661293,0,synthetic
0.40726096998880656,0.5325751901799848,0.5193196088215731,1,0.4387313130058939,0.5697026382677586,1,synthetic
0.7470489560111948,0.4601487430053276,0.4864684586140935,1,0.3024715208685228,0.4314741272818643,1,synthetic
0.252096032804777,0.4445084755281289,0.37749766471518775,1,0.47213069732076973,0.495319386486888,0,synthetic
0.6189312648357307,0.6664652541121214,0.6109152265431897,3,0.5152874227438965,0.3863988279633359,1,synthetic
0.618736928049584,0.7134055570013731,0.6075719207266906,0,0.3118145157506513,0.4283067269692543,1,synthetic
0.45276838383043716,0.4424079399824942,0.26589109176756187,0,0.30663734914605967,0.5690995297278332,0,synthetic
0.4305435014090286,0.47139247115120053,0.47417898218723736,1,0.2735004437659522,0.4616014712827478,0,synthetic
0.45342850322129147,0.6326071980412549,0.511984495442525,4,0.332838780943284,0.45987869717525687,1,synthetic
0.1775198881556426,0.35717401087630607,0.36853266695921183,1,0.33856134823966255,0.3802332993500971,0,synthetic
0.5108523019942652,0.332531259966934,0.31949230471688317,3,0.2906097008435733,0.3616709142333374,0,synthetic
0.40787518662783734,0.28678363932636375,0.3145809390477844,0,0.26804083280517377,0.0,0,synthetic
0.7524065261436726,0.3602684389716384,0.3769947213649552,4,0.3945504375384973,0.38309364707372656,1,synthetic
0.5732900598718198,0.3962563887652268,0.5781891173682756,0,0.4560370840379547,0.5028814736047006,1,synthetic
0.16922534589845595,0.2805179725290706,0.6783412152870696,0,0.26982039599401975,0.29007439328169715,0,synthetic
0.7249194521506159,0.5638033023443402,0.42752868952938833,1,0.40768213329325226,0.5445943590762589,1,synthetic
0.32444440855083395,0.5217137637205969,0.2899392601594928,1,0.15666793092161674,0.49812752381270886,0,synthetic
0.6313005186131532,0.5241483880974283,0.41753126299138327,2,0.6201896112991241,0.4649849901484502,1,synthetic
0.28288108572807213,0.46048668072287297,0.2116772137813292,0,0.10344540736468888,0.19192832854279893,0,synthetic
0.8266452565350535,0.681104191900497,0.6962229269366143,1,0.4555927084543669,0.5554792321915464,1,synthetic
0.4485152763725204,0.4975974483235693,0.3857840575181549,0,0.35836870350081373,0.4642727333005075,1,synthetic
0.3293855368840738,0.40325662959182573,0.21362873372870944,0,0.46874114502840897,0.31815110988493367,0,synthetic
0.39611730540459744,0.2859060741585194,0.05775100467761782,1,0.12254727016090071,0.299151679318569,0,synthetic
0.21617265093695628,0.5050990251709868,0.1739343585640854,2,0.14441577597115682,0.6538572920015381,0,synthetic
0.42957792928813926,0.4090180673572305,0.04082401498653132,0,0.1139236517759627,0.026301403460287698,0,synthetic
0.6217865716201235,0.15333227434363025,0.3684526578896701,0,0.2820504566235793,0.28563325356142955,0,synthetic
0.3064306758959434,0.34261345130153853,0.6719576110572234,0,0.061503414256076555,0.33948353640922513,0,synthetic
0.6392714228547588,0.7607357026553432,0.42866496888892686,1,0.3377912956814904,0.40064005108041095,1,synthetic
0.0,0.29462765516346184,0.046653889381366775,0,0.0,0.46597561649795965,0,synthetic
0.5741606199272739,0.5926801042133096,0.6059999530201626,1,0.4312547760366518,0.6238560750207496,1,synthetic
0.5330436571110692,0.6064230372834803,0.378230505749778,1,0.3349720683616859,0.5033143534116044,1,synthetic
0.45722535963844224,0.38487279411695596,0.6619085702774956,1,0.20655262328885912,0.4721056742518828,1,synthetic
0.7422175704442797,0.601499112889892,0.44051593330940775,2,0.5411292223866276,0.49432604320756945,1,synthetic
0.33106344775642577,0.1248630787151524,0.19154580352841072,0,0.07000330320995787,0.3253298684893065,0,synthetic
0.35337837693596186,0.23241262510380456,0.25508594219560393,0,0.343602679703668,0.32902777606239325,0,synthetic
0.32342106878163934,0.47060121544918687,0.38608874653106623,0,0.1488646928815854,0.3136801257876481,0,synthetic
0.2924776192352385,0.5799458806431701,0.4481611116942081,2,0.6082042791264054,0.545342904042935,1,synthetic
0.4102020339884558,0.48737310691548624,0.4104585416088812,1,0.497441570060399,0.6154496890759011,1,synthetic
0.7241640229180324,0.5925045429743263,0.45216357558295794,2,0.26895377678637633,0.33776357933619927,1,synthetic
0.2635074029680042,0.5215870853142817,0.30194027416987607,2,0.2807792682126602,0.36290705410735913,1,synthetic
0.26505269755764416,0.32176099032925665,0.33558442432115726,0,0.3187182766791603,0.09520747587230668,0,synthetic
0.5200419915565354,0.6219545937408193,0.2298582768617125,3,0.3658908430076783,0.6312956360500639,1,synthetic
0.6415432800937348,0.21816851630772155,0.21782299638882788,2,0.21798547408722246,0.37504526104666486,0,synthetic
0.4952905648244553,0.3256470967776567,0.3863139292363041,1,0.40539105203037273,0.41073745223058794,0,synthetic
0.2964244209420351,0.2762824527550686,0.32242675961058037,0,0.14267044646190563,0.13987024662911443,0,synthetic
0.5756770545673326,0.09801552755596421,0.36264488021809466,1,0.25186819038280905,0.5898927372032194,0,synthetic
0.26892262692483204,0.19113619412509802,0.2708936058193667,0,0.3641016131747998,0.25476087285964993,0,synthetic
0.5313649705601008,0.5395489025889365,0.4437644653379724,1,0.34518527349012806,0.36354881299557584,0,synthetic
0.3761684131115476,0.5838612640419328,0.6094578875477709,0,0.3792503532223126,0.6296138524949721,1,synthetic
0.5409886747683736,0.1346976378038055,0.3424597405946745,0,0.2024422354891544,0.20182283418854996,0,synthetic
0.31907995317935217,0.10435038738122249,0.40985640882389607,1,0.013953989872278888,0.2635145898082267,0,synthetic
0.22572436385880956,0.30429705398451823,0.3850592976165008,0,0.10268815095352454,0.3650840484441224,0,synthetic
0.5474284580385529,0.7485661146447076,0.41847510813143535,0,0.44138669945471537,0.910046230565059,1,synthetic
0.6216016269580322,0.5038538611273906,0.29185415236321327,2,0.38207531543750933,0.5521574639992834,1,synthetic
0.5057877354211431,0.7129799374765623,0.5388506976179673,4,0.40974052021360946,0.7348905610883005,1,synthetic
0.6630930258992985,0.5792703079146121,0.5564524923164,3,0.5351029692524278,0.6787942403268739,1,synthetic
0.29255091745038986,0.38597506409842514,0.4326660787593992,2,0.0856479958219043,0.39152140510923267,0,synthetic
0.4730558590897037,0.13299912869736027,0.14891502149365893,2,0.2092965607097555,0.20151259197170499,0,synthetic
0.6463333093054899,0.6612532090449661,0.3530996517011971,0,0.4245324252434583,0.658365505514553,1,synthetic
0.5708615417938097,0.483109514781695,0.5443860372830879,2,0.3084592081153129,0.3002645521692734,1,synthetic
0.5137926531451075,0.6508329435055272,0.47003662156056786,1,0.5860920248105642,0.7341225173147929,1,synthetic
0.6027311193647898,0.4160162025219442,0.21599337452004203,2,0.5181162842097092,0.5380007431505558,1,synthetic
0.6625380614550549,0.5547869086513878,0.5325151429255867,1,0.4377173325215382,0.13896870337825534,1,synthetic
0.6892698729097413,0.3692804135512684,0.02066079190154635,1,0.4732501313127162,0.29232914669554255,0,synthetic
0.7209130632697272,0.5084353356793787,0.3476640827377273,2,0.2051436136506815,0.6015526949292117,1,synthetic
0.5263984924723761,0.37663632703206196,0.46923539220041505,0,0.23899558345626137,0.3068166577744327,0,synthetic
0.8432768292290425,0.28270440947304876,0.5354830624929963,0,0.28762380596142795,0.4401008135391003,0,synthetic
0.45739377151517663,0.22913163457422087,0.10980810841392538,2,0.12110784391679012,0.22099661652027863,0,synthetic
0.45269652669675536,0.5447676735911551,0.2338851847622228,0,0.2790928904363047,0.15716246780973497,0,synthetic
0.6856022611482481,0.676853401290602,0.4859671532310188,3,0.25614427580757587,0.49999764357333526,1,synthetic
0.22865510336176204,0.21347893569325524,0.5293717698614195,2,0.3297724513756529,0.3444191934205881,0,synthetic
0.3134147545371866,0.39958220278324585,0.2109983473045838,0,0.3775185198567579,0.29122619085127505,0,synthetic
0.5040746099961498,0.42602496034183857,0.41323623677534105,0,0.4354033421466827,0.6818207605299069,1,synthetic
0.6771420965829342,0.3641441498872746,0.6968215781848006,3,0.15913628404155705,0.39097096748053195,1,synthetic
0.5538738156668201,0.6747333217958567,0.4275295186194439,2,0.2743168422484155,0.553843185026529,1,synthetic
0.4007335138211454,0.08142605240936318,0.38110823925530407,1,0.3134123004177109,0.34951579596290755,0,synthetic
0.7431181930222697,0.6597598279007157,0.2731999848842601,4,0.40275582365660756,0.29205976670094835,1,synthetic
0.5094726108056208,0.28461887623977183,0.25602741582707433,2,0.0,0.15533577428640827,0,synthetic
0.5557418495438129,0.500383475568726,0.2476564426343033,0,0.5615679499028713,0.5116675422748084,1,synthetic
0.4795007354682666,0.5873651707472606,0.33223927066620135,1,0.41776534581299823,0.787367999816175,1,synthetic
0.7502912097479782,0.6113678336791953,0.5974881897213169,0,0.29352029367999416,0.5910977736658336,1,synthetic
0.6960836771364798,0.41431195524395287,0.4730132452478602,3,0.5293442276836664,0.2684111244797514,1,synthetic
0.33906147725569263,0.630481585225009,0.43532519632258354,1,0.31191979832210315,0.07453167088329271,1,synthetic
0.3330269091637579,0.3358718753235313,0.17517505264267155,1,0.15050122471145208,0.4426275030206132,0,synthetic
0.6048273193025143,0.3541523289984747,0.4491081497462204,0,0.4465858446318247,0.4965301123900521,1,synthetic
0.6968244575681547,0.5062175722988366,0.5221558433940972,0,0.6315349997014983,0.6697772357314518,1,synthetic
0.7165152242409656,0.7233790621782497,0.6176082689046467,0,0.6110663331364752,0.3866994911003982,1,synthetic
0.622585900176321,0.7647232717543976,0.11247946422644761,2,0.4467624948575339,0.5590297497001937,1,synthetic
0.6677871297038284,0.6304287840652149,0.36355343560320663,0,0.4601101356505416,0.6284642848239008,1,synthetic
0.38962052035672307,0.15335191165642817,0.3022734739064608,1,0.34289486117102724,0.27735509065109254,0,synthetic
0.47892224677291584,0.5986849663438244,0.46615916376527994,6,0.23659212220198464,0.45034802016765085,1,synthetic
0.5408103413438119,0.6491205265402871,0.5364726739537415,0,0.4837392838297577,0.5135367963537747,1,synthetic
0.38284867799601624,0.4215991176646211,0.3174556400577176,1,0.14457044914134132,0.41597468851844605,0,synthetic
0.5747981124972115,0.6398936004163086,0.43731849918092297,4,0.44140214868355554,0.5079932393683325,1,synthetic
0.29716406433347936,0.5808568310946544,0.4062405525617952,2,0.37042920841104615,0.6463594872863281,1,synthetic
0.5203774997605852,0.5198622725637239,0.44562979143702985,3,0.4651570825248479,0.4453290735026158,1,synthetic
0.3884308479633728,0.23482855057343743,0.440823928975184,1,0.2553534504508398,0.15402467123516467,0,synthetic
0.33779450121414484,0.05428902740979047,0.17751888939319999,0,0.0,0.6167765515358452,0,synthetic
0.5429764306732621,0.5775498473398691,0.4712070587598462,1,0.4232559225216735,0.4253512768840575,1,synthetic
0.653198705620688,0.5560473981113064,0.505667909959779,0,0.48347988379890416,0.4304181082795154,1,synthetic
0.21815642194270493,0.39806061799547426,0.4984491301824242,1,0.29797068528399895,0.3307875350498942,0,synthetic
0.3357936679073183,0.3427438829389948,0.43795684384691613,1,0.38666382699288465,0.5194053553515574,1,synthetic
0.3277745313744988,0.41030233650410847,0.41423293184153454,1,0.4534810199509528,0.28586429005164044,0,synthetic
0.6946171608252684,0.8176363132469089,0.652477116457103,1,0.44047850678581596,0.5075592544271388,1,synthetic
0.6331329559229958,0.3309830183089076,0.2710744029013093,1,0.2968975290251038,0.3344332876000557,0,synthetic
0.497319235864211,0.31136685531108427,0.25049934292925324,0,0.37578394622657396,0.364474705782913,0,synthetic
0.1597604360196729,0.36326032985199813,0.23393248591324978,1,0.28713708996055787,0.009951755741775759,0,synthetic
0.5451449140934843,0.8145271834594474,0.44418476120603845,2,0.2832576920561536,0.773322682981099,1,synthetic
0.4184951571622294,0.17668931336201527,0.3995935804807566,1,0.0,0.31937963610516196,0,synthetic
0.6066386675385388,0.5584489706751468,0.512341396815772,1,0.33797428273764946,0.591287166722578,1,synthetic
0.6608956829414311,0.41804796087832985,0.5129405592837817,2,0.49892291836454516,0.3170658121852366,1,synthetic
0.2424426580308859,0.24341933908170071,0.12246870854682312,0,0.19409747691568524,0.27405996342510497,0,synthetic
0.5897414631326113,0.5230573568965285,0.34455138916746714,1,0.5041531883966248,0.415875778715142,1,synthetic
0.6430484244664193,0.7186252538258983,0.7800825554687771,0,0.4193346628696355,0.7157613270311963,1,synthetic
0.5038506429955489,0.5721386840964232,0.2551043984595835,3,0.407448589134084,0.2579860950429764,0,synthetic
0.2591422750080812,0.3827399002477389,0.1715319206190296,0,0.20162182807431406,0.44613119817161284,0,synthetic
0.5282264699135653,0.47727673877671206,0.6803538831825016,3,0.4607899274537995,0.41894113662575266,1,synthetic
0.0,0.6689834413293927,0.31945319681569734,1,0.30576505838959667,0.27663334844844784,0,synthetic
0.48678070486333386,0.4701423726138672,0.560941688361033,1,0.5952082434420551,0.47562297687190397,1,synthetic
0.5013377660543435,0.4500409719896368,0.46067340946058527,1,0.17813715017654388,0.6897383177561021,1,synthetic
0.4270623237748835,0.28150797375897824,0.4353857673192474,2,0.34040692430808955,0.24542062773578338,1,synthetic
0.6048418225348977,0.7254528196942641,0.45625790785037934,0,0.5103070937005055,0.3258071022615794,1,synthetic
0.37160818519320976,0.4555543829319812,0.08641665615819225,0,0.44096654237122423,0.06737727680342565,0,synthetic
0.04111791836335832,0.6584927750563024,0.26769016268121437,1,0.27120929664347043,0.18774970323339696,0,synthetic
0.6123261953952635,0.3354667306894624,0.5214446307859664,1,0.36194845862520675,0.396375992833105,1,synthetic
0.44075138038164585,0.7341439130470754,0.7390648527381256,1,0.4984253879276778,0.2839726244273455,1,synthetic
0.6528533438785772,0.5398189725712579,0.49203986910073017,1,0.5129313477801188,0.40721931547394635,1,synthetic
0.1877223128407002,0.4328540303520191,0.0,0,0.19324398177325006,0.05793997266932188,0,synthetic
0.584500980779641,0.29931120024537405,0.466842039410153,1,0.44293995058308105,0.3674815786725246,1,synthetic
0.33752550066702414,0.5255314551731416,0.6635305786351628,0,0.39346854411355603,0.5080588559874282,0,synthetic
0.4254652827425496,0.43011234518645625,0.4012912728979056,2,0.4857596691256787,0.3965023298393544,0,synthetic
0.598704591647702,0.5245525951299296,0.3664755478667976,3,0.49653864470058795,0.5362454741041539,1,synthetic
0.5417253737467818,0.6203157762725571,0.5627549120202779,1,0.4057380565665271,0.36961100212092396,1,synthetic
0.1495591528933633,0.21283065785408511,0.17611812051543638,0,0.23297022711507193,0.12494810573373863,0,synthetic
0.15841880548084528,0.2388783880185621,0.09046694726343996,0,0.312461552435171,0.18051814942520072,0,synthetic
0.29241695913616716,0.2551177540924445,0.23122828914722993,2,0.22496253047767148,0.3339506242345579,0,synthetic
0.378758017410562,0.060618099363361044,0.2928137014934406,1,0.26465326487291047,0.4615447491617336,0,synthetic
0.2887628079201324,0.4406461891884714,0.017898229659324583,1,0.10247608561098626,0.46633143839894486,0,synthetic
0.6737817895869198,0.6968231059855593,0.31911769932459094,0,0.5686174355438507,0.5982857307476667,1,synthetic
0.5381168621182474,0.4318118190330622,0.48144697884552967,5,0.2517759854706718,0.4067420390304878,1,synthetic
0.4352480912830734,0.5787484222322746,0.4228557553615464,0,0.3438254711411084,0.5134369765365583,1,synthetic
0.5382855560518136,0.4928243335519069,0.5352735779604527,1,0.4126871239107358,0.4650120457947856,1,synthetic
0.41387897544748287,0.3659583546913443,0.10994643417680142,1,0.49882829438552306,0.31183343311073497,0,synthetic
0.6287327078236876,0.44213918623045595,0.5799759247974621,1,0.34505121196919747,0.7951979055743739,1,synthetic
0.6617568697989694,0.19632047814773096,0.11427372641157271,1,0.15341794418514848,0.09331996681949425,0,synthetic
0.2796635989994871,0.46729048404332396,0.5099828022712682,0,0.16839380074660681,0.3071452457708835,0,synthetic
0.5689782007614399,0.5210581180825711,0.23979384018703565,1,0.6156566317894706,0.679644847007462,1,synthetic
0.44391859202291395,0.6030952531194866,0.12704240214632226,1,0.0,0.13477519069530466,0,synthetic
0.3764865561198777,0.3264833950711796,0.33843191242445614,1,0.1096440584206837,0.24987536046272496,0,synthetic
0.504907278101702,0.4003490743509311,0.7129926552096694,1,0.7550675321907417,0.4359346103405305,1,synthetic
0.34761142354836344,0.7017717227010315,0.5241060250562639,3,0.47681466955391283,0.4787394389124422,1,synthetic
0.5033748161420476,0.6183120229804429,0.5588001088255348,5,0.2562219565859014,0.2865659976551296,1,synthetic
0.21894463809232986,0.42176220091749933,0.2824551662342282,1,0.2345506623172797,0.42334004844732553,0,synthetic
